Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Kur; Usd tutar ;Ücret
Bekkiler;30.04.2023;XE52023043000857;İŞ MAX 35 - Taahhütsüz - 2662465109 (Mayıs 2023);SABIT HAT;TURKNET;1,00;;;₺195,23
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662462752 (Nisan 2023)(GSM:26% SA:19% SI:37% TO:10% DO:8% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662462751 (Nisan 2023)(GSM:19% SA:8% SI:63% TN:2% DO:8% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662462750 (Nisan 2023)(GSM:20% SA:30% SI:35% DO:15% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662460518 (Nisan 2023)(GSM:28% SA:7% SI:52% TN:3% DO:10% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662465108 (Nisan 2023)(GSM:19% SA:23% SI:45% TN:2% DO:11% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662462755 (Nisan 2023);SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;Her yöne 1000 dakika - 24,90 TL/Ay-2662460409 (Nisan 2023)(GSM:14% SA:10% SI:47% TO:14% DO:14% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.04.2023;XE52023043000857;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺68,06
Bekkiler;30.04.2023;XE52023043000857;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺37,81
Beksan;30.04.2023;C012023000828125;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺724,25
Beksan;02.05.2023;BTE2023000001439;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Beksan;02.05.2023;AAA2023000000135;DEVELOP TN118 TONER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;4,00;;;₺4.747,13
Bekkiler;02.05.2023;BTE2023000001446;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;04.05.2023;Raart03;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺19.573,95
Beksan;05.05.2023;BTM2023000000581;HDD SSD 240GB HP S650 2.5inc;DONANIM G.;BTM TEKNOLOJİ ;2,00;;;₺778,00
Beksan;09.05.2023;YFR2023000000618;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,37;;;₺14.180,65
Bekkiler;09.05.2023;YFR2023000000624; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,35;;;₺3.982,80
Beksan;30.05.2023;YFR2023000000748;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.596,00
Beksan;30.05.2023;ANE2023000001357;SCART SCART ERKEK-DİŞİ KABLO 20CM;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺50,00
Bekkiler;30.05.2023;YFR2023000000728; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.360,00
Beksan;31.05.2023;01S2023000582240;MPLSVPN Hizmetleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;31.05.2023;01S2023000582240;Data Servisleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;31.05.2023;01S2023000582240;Ofis Güvenlik Duvarı;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;31.05.2023;01S2023000582240;UZAKTAN YEDEKLEME ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;31.05.2023;01S2023000582240;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;31.05.2023;01S2023000582240;Katma Değerli Servisler;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;31.05.2023;01S2023000582240;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.400,67
Beksan;31.05.2023;01S2023000582240;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.05.2023;A162023002591664;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺494,25
Beksan;31.05.2023;A162023002462775;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺334,75
Bekkiler;31.05.2023;01S2023000573579;MPLSVPN Hizmetleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;31.05.2023;01S2023000573579;Data Servisleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;31.05.2023;01S2023000573579;Ofis Güvenlik Duvarı (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;31.05.2023;01S2023000573579;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;31.05.2023;01S2023000573579;Enterprise WiFi Servisi (AP) (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;31.05.2023;01S2023000573579;Katma Değerli Servisler (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;31.05.2023;01S2023000573579;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;31.05.2023;01S2023000573579;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.400,15
Bekkiler;31.05.2023;01S2023000573579;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.05.2023;A162023002129455;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺290,00
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662460518 (Mayıs 2023)(GSM:30% SA:8% SI:59% TN:1% DO:2% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662461426 (Mayıs 2023);SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662463513 (Mayıs 2023)(GSM:26% SA:14% SI:47% DO:13% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662462752 (Mayıs 2023)(GSM:16% SA:20% SI:63% DO:1% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662462751 (Mayıs 2023)(GSM:33% SA:9% SI:51% TN:1% DO:6% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662465108 (Mayıs 2023)(GSM:21% SA:8% SI:52% TO:2% DO:16% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662460409 (Mayıs 2023)(GSM:21% SA:9% SI:64% TN:2% DO:3% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 10 TL/Ay-2662465109 (Mayıs 2023);SABIT HAT;TURKNET;1,00;;;₺7,81
Bekkiler;31.05.2023;XF62023053100438;İŞ MAX 35 - Taahhütsüz - 2662465109 (Haziran 2023);SABIT HAT;TURKNET;1,00;;;₺195,23
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662462755 (Mayıs 2023);SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;Her yöne 1000 dakika - 24,90 TL/Ay-2662462750 (Mayıs 2023)(GSM:22% SA:9% SI:50% DO:20% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;31.05.2023;XF62023053100438;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺68,06
Bekkiler;31.05.2023;XF62023053100438;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺37,81
Beksan;31.05.2023;C012023001036577;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺718,50
Beksan;01.06.2023;BTE2023000001762;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;01.06.2023;BTE2023000001769;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;01.06.2023;Raart04;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺20.710,75
Beksan;05.06.2023;BTE2023000001834;05.06 SISTEM DESTEK HIZMET BEDELI FARK BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.180,00
Bekkiler;06.06.2023;AAA2023000000181;CANON 057H MUADİL TONER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;;;₺1.503,93
Bekkiler;13.06.2023;AAA2023000000185;PRESS2035 HP P2035 PRESS ROLLER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺745,76
Bekkiler;13.06.2023;AAA2023000000185;PRESS2035 HP P2035 PRESS ROLLER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺542,37
Bekkiler;13.06.2023;AAA2023000000185;ARM2035 HP P2035 ARM SWİNG GEAR ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺182,20
Bekkiler;13.06.2023;AAA2023000000185;KDV (% 18,00 );YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺264,66
Beksan;14.06.2023;YFR2023000000781;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;8,95;;;₺29.042,75
Beksan;16.06.2023;BTM2023000000742;AP ZYXEL OUTDOOR;EFLOW DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺3.915,24
Beksan;30.06.2023;BNF2023000000090;"AYLIK TELEFON DESTEK HİZMETİ	";NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.596,00
Beksan;30.06.2023;01S2023000606213;MPLSVPN Hizmetleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;30.06.2023;01S2023000606213;Data Servisleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;30.06.2023;01S2023000606213;Ofis Güvenlik Duvarı;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;30.06.2023;01S2023000606213;UZAKTAN YEDEKLEME ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;30.06.2023;01S2023000606213;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;30.06.2023;01S2023000606213;Katma Değerli Servisler;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;30.06.2023;01S2023000606213;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.400,67
Beksan;30.06.2023;01S2023000606213;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;30.06.2023;A162023052739443;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺700,17
Beksan;30.06.2023;A162023052456232;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺335,00
Bekkiler;30.06.2023;BNF2023000000070; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.360,00
Bekkiler;30.06.2023;01S2023000623188;MPLSVPN Hizmetleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;30.06.2023;01S2023000623188;Data Servisleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;30.06.2023;01S2023000623188;Ofis Güvenlik Duvarı (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;30.06.2023;01S2023000623188;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;30.06.2023;01S2023000623188;Enterprise WiFi Servisi (AP) (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;30.06.2023;01S2023000623188;Katma Değerli Servisler (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;30.06.2023;01S2023000623188;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;30.06.2023;01S2023000623188;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.400,15
Bekkiler;30.06.2023;01S2023000623188;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;30.06.2023;A162023052713956;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺289,75
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 10 TL/Ay-2662465109 (Haziran 2023);SABIT HAT;TURKNET;1,00;;;₺7,81
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662460518 (Haziran 2023)(GSM:15% SA:8% SI:72% TN:2% DO:2% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662462755 (Haziran 2023);SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662465108 (Haziran 2023)(GSM:18% SA:15% SI:41% TN:3% TO:14% DO:9% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662462752 (Haziran 2023)(GSM:29% SA:5% SI:60% TN:3% DO:3% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662462751 (Haziran 2023)(GSM:38% SA:19% SI:36% DO:8% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662461426 (Haziran 2023);SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;İŞ MAX 35 - Taahhütsüz - 2662465109 (Temmuz 2023);SABIT HAT;TURKNET;1,00;;;₺195,23
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662460409 (Haziran 2023)(GSM:25% SA:6% SI:64% TN:5% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662462750 (Haziran 2023)(GSM:14% SA:10% SI:62% TN:14% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;Her yöne 1000 dakika - 24,90 TL/Ay-2662463513 (Haziran 2023)(GSM:17% SA:15% SI:51% TN:2% DO:15% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.06.2023;XG52023063000108;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺68,06
Bekkiler;30.06.2023;XG52023063000108;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺37,81
Beksan;30.06.2023;C012023001245163;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺718,50
Beksan;03.07.2023;BTE2023000002019;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.416,00
Bekkiler;03.07.2023;BTE2023000002026;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;03.07.2023;AAA2023000000201;CANON 057H MUADİL TONER   ;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;;;₺1.739,99
Bekkiler;03.07.2023;Raart05;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺25.960,00
Beksan;08.07.2023;BNF2023000000242;"AYLIK TELEFON DESTEK HİZMETİ	";NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺5.015,00
Beksan;08.07.2023;BNF2023000000137;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,35;;;₺20.532,00
Bekkiler;08.07.2023;BNF2023000000222; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.360,00
Bekkiler;10.07.2023;Raart06;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺35.100,00
Beksan;31.07.2023;01S2023000823645;MPLSVPN Hizmetleri(%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺616,57
Beksan;31.07.2023;01S2023000823645;Data Servisleri(%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺850,73
Beksan;31.07.2023;01S2023000823645;Data Servisleri(%18KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺348,03
Beksan;31.07.2023;01S2023000823645;MPLSVPN Hizmetleri(%18KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺252,23
Beksan;31.07.2023;01S2023000823645;Ofis Güvenlik Duvarı(%18KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺65,32
Beksan;31.07.2023;01S2023000823645;Ofis Güvenlik Duvarı(%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺159,68
Beksan;31.07.2023;01S2023000823645;UZAKTAN YEDEKLEME (%18KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺253,29
Beksan;31.07.2023;01S2023000823645;UZAKTAN YEDEKLEME (%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺619,17
Beksan;31.07.2023;01S2023000823645;Katma Değerli Servisler(%18KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺85,56
Beksan;31.07.2023;01S2023000823645;Katma Değerli Servisler(%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,14
Beksan;31.07.2023;01S2023000823645;SANAL VERİ MERKEZİ(%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺3.067,06
Beksan;31.07.2023;01S2023000823645;SANAL VERİ MERKEZİ(%20KDV);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.254,70
Beksan;31.07.2023;01S2023000823645;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺406,65
Beksan;31.07.2023;01S2023000823645;KDV ( % 20 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.104,47
Beksan;31.07.2023;01S2023000823645;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.07.2023;A162023053295309;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺374,50
Bekkiler;31.07.2023;01S2023000717211;MPLSVPN Hizmetleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺390,08
Bekkiler;31.07.2023;01S2023000717211;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺953,52
Bekkiler;31.07.2023;01S2023000717211;Data Servisleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺217,74
Bekkiler;31.07.2023;01S2023000717211;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺532,26
Bekkiler;31.07.2023;01S2023000717211;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺159,68
Bekkiler;31.07.2023;01S2023000717211;Ofis Güvenlik Duvarı (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺65,32
Bekkiler;31.07.2023;01S2023000717211;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺567,74
Bekkiler;31.07.2023;01S2023000717211;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺232,26
Bekkiler;31.07.2023;01S2023000717211;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺212,90
Bekkiler;31.07.2023;01S2023000717211;Enterprise WiFi Servisi (AP) (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺87,10
Bekkiler;31.07.2023;01S2023000717211;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺126,68
Bekkiler;31.07.2023;01S2023000717211;Katma Değerli Servisler (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺51,82
Bekkiler;31.07.2023;01S2023000717211;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺2.967,53
Bekkiler;31.07.2023;01S2023000717211;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.213,99
Bekkiler;31.07.2023;01S2023000717211;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺406,50
Bekkiler;31.07.2023;01S2023000717211;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.104,06
Bekkiler;31.07.2023;01S2023000717211;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.07.2023;A162023053253563;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺313,50
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662462750 (Temmuz 2023)(GSM:42% SA:9% SI:41% TN:1% DO:8% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 10 TL/Ay-2662465109 (Temmuz 2023);SABIT HAT;TURKNET;1,00;;;₺7,69
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662461426 (Temmuz 2023);SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;İŞ MAX 35 - Taahhütsüz - 2662465109 (Ağustos 2023);SABIT HAT;TURKNET;1,00;;;₺192,23
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662462755 (Temmuz 2023);SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662462752 (Temmuz 2023)(GSM:49% SA:13% SI:32% TN:2% DO:4% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662460518 (Temmuz 2023)(GSM:47% SA:10% SI:36% DO:8% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662460409 (Temmuz 2023)(GSM:36% SA:25% SI:30% DO:9% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662462751 (Temmuz 2023)(GSM:54% SA:9% SI:30% TN:1% DO:6% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662463513 (Temmuz 2023)(GSM:47% SA:14% SI:34% DO:6% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;Her yöne 1000 dakika - 24,90 TL/Ay-2662465108 (Temmuz 2023)(GSM:42% SA:14% SI:28% TO:1% DO:16% );SABIT HAT;TURKNET;1,00;;;₺19,15
Bekkiler;31.07.2023;XH62023073101301;KDV(%20);SABIT HAT;TURKNET;1,00;;;₺74,45
Bekkiler;31.07.2023;XH62023073101301;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺37,23
Beksan;31.07.2023;C012023001454978;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺722,50
Beksan;01.08.2023;BTE2023000002325;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺1.440,00
